index,vehicle_id,speed,accuracy,humidity,visibility,rainfall,latency,voltage,temperature,cpu_load,storage,satellites,rsrp,edge_inference_ms,network_status,perception_confidence,obstacle_confidence,road_impact_g,latitude,longitude,weather,site,site_type
28,YC-SHUTTLE-MINIBUS-02,40.0,0.19,83.8,724,2.3,57,12.52,40.6,49.5,71.6,24,-83,29.9,5G在线,81.4,87.8,0.08,29.406182,105.888185,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
29,YC-SHUTTLE-MINIBUS-02,40.1,0.19,84.4,717,2.2,45,12.44,41.9,53.1,70.2,22,-84,25.7,5G在线,85.5,91.3,0.1,29.406183,105.888214,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
30,YC-SHUTTLE-MINIBUS-02,39.8,0.2,83.9,741,1.8,52,12.44,40.9,52.5,70.6,24,-84,22.0,5G在线,85.5,83.9,0.1,29.406186,105.888242,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
31,YC-SHUTTLE-MINIBUS-02,40.1,0.22,85.2,709,2.0,60,12.4,41.3,50.4,72.4,22,-79,24.6,5G在线,82.1,84.3,0.1,29.406205,105.888265,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
32,YC-SHUTTLE-MINIBUS-02,40.3,0.22,84.1,726,1.2,52,12.41,41.8,47.8,72.5,24,-86,21.1,5G在线,81.4,83.7,0.09,29.406224,105.888289,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
33,YC-SHUTTLE-MINIBUS-02,39.9,0.19,83.9,692,1.4,64,12.48,41.6,53.0,70.2,21,-79,21.9,5G在线,80.6,85.5,0.1,29.406243,105.888312,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
34,YC-SHUTTLE-MINIBUS-02,40.1,0.22,84.1,726,1.4,56,12.41,41.5,49.2,72.7,21,-80,26.9,5G在线,81.2,90.2,0.08,29.406262,105.888335,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
35,YC-SHUTTLE-MINIBUS-02,40.1,0.2,82.6,720,1.5,56,12.47,41.3,52.1,70.4,25,-87,28.7,5G在线,83.6,91.8,0.12,29.40628,105.888358,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
36,YC-SHUTTLE-MINIBUS-02,39.8,0.21,84.0,696,1.3,57,12.5,40.7,51.4,70.1,23,-82,25.8,5G在线,82.8,92.0,0.12,29.406299,105.888381,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
37,YC-SHUTTLE-MINIBUS-02,40.0,0.21,82.9,709,1.2,62,12.53,41.6,47.9,69.4,25,-86,29.5,5G在线,81.6,84.2,0.11,29.406318,105.888404,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
38,YC-SHUTTLE-MINIBUS-02,40.3,0.21,83.2,689,1.0,55,12.37,40.7,48.4,71.0,22,-84,30.6,5G在线,81.1,91.2,0.1,29.406337,105.888427,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
39,YC-SHUTTLE-MINIBUS-02,40.0,0.2,82.1,689,0.9,64,12.5,41.3,50.9,72.5,23,-81,25.9,5G在线,81.1,88.4,0.08,29.406356,105.88845,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
40,YC-SHUTTLE-MINIBUS-02,40.4,0.22,82.6,703,1.3,57,12.49,41.5,52.7,71.6,21,-83,28.9,5G在线,82.4,90.0,0.12,29.406374,105.888473,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
41,YC-SHUTTLE-MINIBUS-02,40.4,0.19,81.1,684,1.2,52,12.43,41.4,47.8,72.0,22,-80,30.1,5G在线,84.4,88.2,0.11,29.406393,105.888496,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
42,YC-SHUTTLE-MINIBUS-02,40.0,0.18,81.9,691,1.3,52,12.52,41.3,46.7,70.0,24,-85,28.4,5G在线,82.1,91.9,0.1,29.406412,105.888519,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
43,YC-SHUTTLE-MINIBUS-02,40.1,0.19,82.8,658,1.5,54,12.37,41.6,49.7,71.6,24,-83,24.1,5G在线,83.7,88.2,0.11,29.40643,105.888542,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
44,YC-SHUTTLE-MINIBUS-02,40.5,0.21,81.9,653,1.9,49,12.5,40.6,49.4,71.8,23,-79,25.2,5G在线,81.3,90.6,0.1,29.406449,105.888565,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
45,YC-SHUTTLE-MINIBUS-02,40.9,0.21,82.3,660,2.1,61,12.47,40.8,47.5,70.8,23,-78,24.1,5G在线,82.8,83.2,0.1,29.406468,105.888587,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
46,YC-SHUTTLE-MINIBUS-02,40.2,0.2,81.0,678,2.2,44,12.33,41.3,50.9,70.6,22,-82,22.8,5G在线,84.0,84.4,0.08,29.406486,105.88861,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
47,YC-SHUTTLE-MINIBUS-02,40.5,0.21,80.7,635,1.9,46,12.52,41.1,52.7,69.8,24,-84,23.3,5G在线,80.2,87.0,0.08,29.406505,105.888633,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
48,YC-SHUTTLE-MINIBUS-02,40.4,0.23,80.8,666,2.3,54,12.52,41.7,51.0,71.9,21,-87,22.8,5G在线,84.6,83.6,0.12,29.406523,105.888656,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
49,YC-SHUTTLE-MINIBUS-02,40.7,0.22,82.3,650,2.8,44,12.49,40.7,50.5,71.3,22,-83,22.3,5G在线,81.6,86.6,0.12,29.406542,105.888679,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
50,YC-SHUTTLE-MINIBUS-02,40.4,0.2,81.6,651,2.8,51,12.45,41.1,46.3,72.2,21,-86,22.7,5G在线,85.8,86.2,0.11,29.40656,105.888702,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
51,YC-SHUTTLE-MINIBUS-02,40.4,0.19,80.5,635,3.1,56,12.36,41.2,48.9,71.1,24,-79,26.7,5G在线,82.3,83.4,0.11,29.406579,105.888725,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
52,YC-SHUTTLE-MINIBUS-02,40.1,0.19,82.6,659,2.9,50,12.37,41.4,49.9,70.3,22,-83,30.8,5G在线,84.6,84.6,0.09,29.406597,105.888747,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
53,YC-SHUTTLE-MINIBUS-02,39.7,0.19,81.1,627,3.3,47,12.42,41.6,46.4,72.6,23,-80,30.3,5G在线,82.7,83.5,0.09,29.406615,105.88877,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
54,YC-SHUTTLE-MINIBUS-02,39.5,0.19,81.9,632,3.8,53,12.51,40.9,45.6,69.6,23,-79,21.3,5G在线,81.0,90.5,0.09,29.406633,105.888793,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
55,YC-SHUTTLE-MINIBUS-02,39.0,0.22,81.4,614,4.0,43,12.46,40.9,46.7,71.5,24,-81,30.0,5G在线,82.6,85.0,0.11,29.406652,105.888816,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
56,YC-SHUTTLE-MINIBUS-02,38.9,0.18,81.4,633,3.9,43,12.44,41.3,45.4,72.2,22,-81,26.9,5G在线,82.5,89.3,0.11,29.40667,105.888839,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
57,YC-SHUTTLE-MINIBUS-02,38.3,0.2,82.2,636,4.3,63,12.4,41.1,51.5,70.2,23,-79,23.5,5G在线,83.4,85.6,0.09,29.406688,105.888861,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
58,YC-SHUTTLE-MINIBUS-02,38.1,0.22,83.5,628,4.2,63,12.53,41.2,46.3,70.1,21,-84,28.3,5G在线,82.3,88.5,0.1,29.406706,105.888884,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
59,YC-SHUTTLE-MINIBUS-02,37.6,0.18,82.5,637,4.4,57,12.47,41.4,45.6,71.6,23,-85,24.7,5G在线,82.1,86.3,0.11,29.406724,105.888907,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
60,YC-SHUTTLE-MINIBUS-02,36.9,0.19,83.8,624,4.0,51,12.37,41.4,51.0,72.1,23,-81,21.2,5G在线,85.0,85.2,0.09,29.406746,105.888924,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
61,YC-SHUTTLE-MINIBUS-02,35.9,0.22,82.4,630,4.3,46,12.51,41.6,47.4,71.3,22,-81,27.8,5G在线,82.9,91.9,0.09,29.40678,105.888922,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
62,YC-SHUTTLE-MINIBUS-02,35.3,0.23,84.7,625,4.5,51,12.38,41.3,47.0,70.6,21,-85,27.9,5G在线,83.1,88.3,0.12,29.406814,105.888921,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
63,YC-SHUTTLE-MINIBUS-02,35.0,0.2,84.8,608,4.1,59,12.5,40.4,46.9,70.6,24,-84,24.3,5G在线,84.8,90.0,0.1,29.406847,105.88892,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
64,YC-SHUTTLE-MINIBUS-02,34.2,0.2,83.8,645,4.6,49,12.39,40.5,51.4,69.4,24,-84,22.3,5G在线,84.7,83.5,0.09,29.406881,105.888918,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
65,YC-SHUTTLE-MINIBUS-02,33.5,0.22,84.8,650,4.5,60,12.47,41.4,44.8,71.1,24,-87,27.5,5G在线,82.2,90.3,0.12,29.406915,105.888917,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
66,YC-SHUTTLE-MINIBUS-02,32.4,0.19,84.5,651,3.9,58,12.5,40.9,44.5,69.6,24,-85,30.8,5G在线,82.0,86.4,0.09,29.406948,105.888916,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
67,YC-SHUTTLE-MINIBUS-02,32.1,0.21,85.2,653,3.9,58,12.42,41.4,45.2,72.6,23,-84,30.3,5G在线,83.7,88.0,0.11,29.406982,105.888915,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
68,YC-SHUTTLE-MINIBUS-02,31.2,0.22,84.1,621,4.2,55,12.39,41.3,50.7,69.3,25,-84,29.2,5G在线,82.9,89.2,0.12,29.407015,105.888913,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
69,YC-SHUTTLE-MINIBUS-02,30.4,0.19,86.3,621,4.3,48,12.52,40.5,50.2,69.5,25,-85,27.4,5G在线,81.8,89.5,0.08,29.407049,105.888912,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
70,YC-SHUTTLE-MINIBUS-02,30.3,0.22,85.3,617,3.7,55,12.41,40.9,45.9,69.9,21,-85,21.2,5G在线,81.6,89.5,0.1,29.407082,105.888911,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
71,YC-SHUTTLE-MINIBUS-02,29.5,0.21,84.7,661,3.3,58,12.35,40.5,43.6,71.6,22,-86,30.7,5G在线,81.8,88.6,0.08,29.407115,105.888909,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
72,YC-SHUTTLE-MINIBUS-02,28.8,0.19,85.0,643,3.2,46,12.42,40.0,49.8,72.3,21,-84,28.7,5G在线,82.9,84.0,0.1,29.407149,105.888908,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
73,YC-SHUTTLE-MINIBUS-02,28.4,0.22,85.1,658,3.5,57,12.39,40.5,43.7,70.2,21,-82,25.9,5G在线,83.0,89.1,0.11,29.407182,105.888907,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
74,YC-SHUTTLE-MINIBUS-02,28.1,0.2,85.4,642,2.9,56,12.35,40.3,50.8,69.9,22,-79,30.5,5G在线,83.5,91.0,0.11,29.407215,105.888906,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
75,YC-SHUTTLE-MINIBUS-02,27.7,0.23,86.0,654,2.9,45,12.35,41.2,48.2,70.4,22,-80,30.6,5G在线,81.0,91.6,0.1,29.407249,105.888904,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
76,YC-SHUTTLE-MINIBUS-02,26.9,0.21,86.5,657,2.9,49,12.49,40.8,43.6,70.5,25,-83,28.4,5G在线,85.6,91.7,0.12,29.407282,105.888903,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
77,YC-SHUTTLE-MINIBUS-02,26.6,0.21,86.5,673,2.7,44,12.34,40.8,48.6,69.7,24,-86,23.5,5G在线,80.5,83.4,0.09,29.407315,105.888902,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
78,YC-SHUTTLE-MINIBUS-02,26.1,0.21,85.3,649,2.0,44,12.34,40.1,50.6,70.6,22,-84,27.5,5G在线,83.7,83.9,0.1,29.407348,105.888901,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
79,YC-SHUTTLE-MINIBUS-02,26.2,0.23,87.4,681,2.2,64,12.34,40.8,44.0,71.8,25,-80,23.8,5G在线,84.6,90.3,0.1,29.407381,105.8889,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
80,YC-SHUTTLE-MINIBUS-02,26.1,0.21,86.6,684,2.3,61,12.43,40.0,47.6,69.9,21,-80,24.6,5G在线,83.5,84.4,0.12,29.407414,105.888899,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
81,YC-SHUTTLE-MINIBUS-02,25.6,0.22,87.6,665,1.5,47,12.52,39.9,49.0,70.6,23,-87,22.9,5G在线,85.3,86.1,0.11,29.407447,105.888897,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
82,YC-SHUTTLE-MINIBUS-02,25.7,0.2,85.7,663,1.7,50,12.52,40.8,46.7,71.1,23,-80,28.6,5G在线,83.5,85.4,0.09,29.40748,105.888896,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
83,YC-SHUTTLE-MINIBUS-02,25.8,0.18,86.6,688,1.5,64,12.35,40.9,45.2,71.0,25,-84,25.9,5G在线,80.4,91.9,0.11,29.407513,105.888895,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
84,YC-SHUTTLE-MINIBUS-02,26.2,0.2,87.1,668,1.7,64,12.41,40.5,44.1,72.6,22,-81,23.4,5G在线,81.6,89.7,0.09,29.407546,105.888894,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
85,YC-SHUTTLE-MINIBUS-02,26.0,0.21,85.4,685,1.0,54,12.53,39.9,49.5,71.8,25,-84,26.9,5G在线,83.9,87.3,0.1,29.407579,105.888893,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
86,YC-SHUTTLE-MINIBUS-02,25.9,0.21,86.4,693,1.2,59,12.49,40.8,46.5,69.8,21,-80,28.5,5G在线,85.4,89.7,0.11,29.407612,105.888892,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
87,YC-SHUTTLE-MINIBUS-02,26.1,0.19,84.7,700,1.0,57,12.36,40.7,47.2,71.8,21,-84,25.6,5G在线,81.2,90.5,0.09,29.407645,105.888891,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
88,YC-SHUTTLE-MINIBUS-02,26.7,0.21,85.8,697,1.2,58,12.42,40.0,43.4,71.0,25,-79,29.7,5G在线,82.5,83.3,0.11,29.407678,105.88889,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
89,YC-SHUTTLE-MINIBUS-02,26.4,0.21,86.2,712,0.9,63,12.41,40.9,50.6,70.5,24,-86,24.1,5G在线,82.4,86.1,0.08,29.407711,105.888889,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
90,YC-SHUTTLE-MINIBUS-02,27.0,0.21,85.6,704,1.4,64,12.51,39.9,47.1,69.3,25,-83,22.2,5G在线,84.7,87.6,0.09,29.407731,105.8889,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
91,YC-SHUTTLE-MINIBUS-02,27.3,0.2,84.8,725,1.2,58,12.45,40.1,43.2,71.3,24,-82,26.0,5G在线,81.4,89.3,0.1,29.40773,105.888929,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
92,YC-SHUTTLE-MINIBUS-02,27.2,0.2,83.4,736,1.6,45,12.35,40.3,44.6,71.4,22,-83,27.9,5G在线,81.9,89.6,0.11,29.407729,105.888958,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
93,YC-SHUTTLE-MINIBUS-02,27.7,0.19,84.8,725,1.5,43,12.43,40.7,48.8,72.2,23,-80,21.5,5G在线,82.7,83.8,0.1,29.407728,105.888987,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
94,YC-SHUTTLE-MINIBUS-02,27.9,0.18,84.5,706,1.7,49,12.49,40.3,47.1,69.9,21,-79,25.7,5G在线,84.7,90.5,0.09,29.407727,105.889017,小雨,重庆永川 · 凤凰湖产业园道路测试段,产业园道路 / 路口汇入 / 缓丘起伏
